"auth.name","2014","2015","2016","2017","2018"
"Rossendale",Inf,NA,NA,Inf,6600
"Fenland",13800,15650,9933.33333333333,10900,6220
"East Northamptonshire",7500,6300,4900,5100,5500
"Broadland",Inf,Inf,Inf,2900,2800
"Daventry",1408.33333333333,1106.66666666667,1007.14285714286,1057.14285714286,841.176470588235
"North Warwickshire",512.5,326.923076923077,627.777777777778,807.692307692308,718.75
"Halton",975,591.666666666667,486.666666666667,1012.5,710
"Oadby & Wigston",478.787878787879,633.333333333333,517.391304347826,688.461538461538,494.285714285714
"South Staffordshire",179.79797979798,417.391304347826,412.5,461.904761904762,400
"Babergh",136.057692307692,153.714285714286,183.720930232558,232.236842105263,320.245398773006
"Wealden",406.25,354.285714285714,262.672811059908,270.192307692308,294.949494949495
"Buckinghamshire",122.605863192182,104.158669225848,108.485117725455,139.62703962704,211.02037896365
"Pendle",114.634146341463,125,127.551020408163,525.925925925926,197.014925373134
"South Gloucestershire",183.364839319471,141.877794336811,131.163434903047,153.426573426573,156.706281833616
"Redditch",816.666666666667,308.333333333333,209.803921568627,188.679245283019,156.603773584906
"Dudley",62.9076620825147,86.1527219583486,83.5476550680787,106.795224977043,131.273062730627
"Gedling",149.038461538462,125.981873111782,127.472527472527,126.363636363636,130.340557275542
"North West Leicestershire",97.3568281938326,96.5317919075144,105.390835579515,130.555555555556,129.223744292237
"South Ribble",115.748031496063,93.0232558139535,95.3020134228188,70,126.415094339623
"West Lindsey",205.531914893617,89.9038461538462,76.4102564102564,90.8366533864542,126.160337552743
"Bracknell Forest",397.777777777778,511.538461538461,382.051282051282,185.365853658537,126.086956521739
"East Cambridgeshire",122.522522522523,136.363636363636,231.506849315068,184.415584415584,123.118279569892
"Slough",113.843813387424,126.699965039112,134.308750736566,130.481274976102,121.74851592013
"Staffordshire",114.75,88.9518413597734,134.031413612565,109.340659340659,115.962036238136
"Northumberland",144.289508632138,123.476161738081,124.286662242867,121.943159286186,114.866369710468
"Vale of White Horse",112.368972746331,100.20964360587,62.8571428571429,44.7598253275109,113.429752066116
"Derbyshire",116.46234676007,103.823279524214,107.445956765412,114.5003756574,109.754335260116
"Crawley",102.437166793602,100.375939849624,96.2546816479401,99.6174079387853,108.839779005525
"Essex",113.426049745921,112.316715542522,107.189861077261,103.813757604118,106.166219839142
"Norfolk",98.238747553816,168.127490039841,50.7042253521127,78.6324786324786,105.154639175258
"Three Rivers",141.800643086817,145.454545454545,122.849462365591,97.3607038123167,105.036734693878
"Broxtowe",115.384615384615,95.7317073170732,110.032362459547,91.0404624277457,104.360465116279
"West Oxfordshire",167.868852459016,148.275862068966,143.589743589744,124,104.093567251462
"Surrey Heath",115.797317436662,NA,106.214689265537,97.2857142857143,103.366058906031
"Surrey",118.715015818934,120.220801859384,106.391838434312,104.688814129521,102.320968061892
"North Yorkshire",68.8981868898187,139.409249902837,144.703965236285,107.19899964273,102.170352170352
"Cumbria",198.603351955307,139.431396786156,114.776632302405,115.864892528147,101.867816091954
"North Lincolnshire",94.4106925880923,110.888252148997,100.526315789474,92.9424370586397,99.3311445362002
"Corby",NA,NA,NA,87.2549019607843,98.1735159817352
"Warrington",110.79295154185,95.5723542116631,92.8183849345675,68.3473549199892,97.8992442648697
"Hampshire",101.299303944316,100.844346549192,96.5494137353434,96.8821791926485,96.7434715821813
"Leicestershire",108.972845336482,104.993597951344,99.7779422649889,101.31845841785,94.9494949494949
"Rochdale",74.6280344557557,107.127192982456,97.165991902834,98.406747891284,94.5217391304348
"Stoke-on-Trent",74.7778874629812,74.846356453029,79.2996453900709,87.4348958333333,94.462126034373
"Lincolnshire",97.747183979975,63.8888888888889,118.081761006289,122.162162162162,94.0988835725678
"South Norfolk",101.880877742947,98.6928104575163,111.326860841424,83.987915407855,93.4177215189873
"Wigan",54.1350906095552,61.5489593995224,69.9201741654572,85.7455181460429,92.3375363724539
"Oldham",105.555555555556,119.955156950673,112.191103789127,97.9889391654097,91.7036379769299
"Somerset",106.752954417558,103.107658157603,94.3508424182359,99.7569275644142,91.2673533363189
"Cheshire West and Chester",88.3259094283593,95.9680284191829,89.8546342472572,89.7074925699984,90.9061383566093
"Welwyn Hatfield",68.8558234992304,70.6319702602231,78.535191650757,84.1380614225705,90.887573964497
"Dartford",94.3696450428397,99.0442054958184,102.109181141439,83.4900731452456,90.8489525909592
"South Oxfordshire",58.8173178458289,51.588785046729,58.0395528804815,70.0201207243461,90.4371584699454
"Oxfordshire",62.5295723384895,61.3986013986014,56.5905383360522,80.2310924369748,88.7075091223353
"Telford and Wrekin",126,88.1877022653722,101.158940397351,77.0833333333333,88.0758807588076
"Stroud",67.741935483871,57.1629213483146,60.4558969276511,49.3670886075949,87.6360039564787
"Blaby",125.694444444444,130,121.25,99.0291262135922,85.2941176470588
"Tendring",120.683111954459,104.609929078014,84.5373891001267,80.3594351732991,85.2272727272727
"Durham",97.1043577981651,89.5461912479741,92.9127516778523,86.7900282703675,85.1378446115288
"North Kesteven",47.9876160990712,49.2625368731563,91.8840579710145,64.9171270718232,83.5014005602241
"Wycombe",88.1666666666667,81.635687732342,79.6572280178838,93.90625,83.257477243173
"Knowsley",71.66392092257,79.601226993865,74.3712574850299,77.2952853598015,82.4455205811138
"South Holland",71.1805555555556,69.8630136986301,69.6113074204947,76.4227642276423,81.1659192825112
"Kettering",62.3056994818653,65.64039408867,62.2817229336438,69.1756272401434,80.5736636245111
"Colchester",79.0724863600935,76.2650716794835,75.8249907304412,79.2386291708111,80.3625904297045
"Mansfield",81.5902140672783,108.886183810103,87.0848708487085,82.5178997613365,79.9408284023669
"Sunderland",125.187969924812,103.782735208535,83.3966565349544,76.8110918544194,78.8751255440241
"Copeland",47.6309226932668,41.4655150636926,141.390518665419,NA,77.8195488721805
"Bradford",68.704253214639,51.0093299406276,50.512070226774,52.8155706727135,77.6223776223776
"Basildon",91.2162162162162,81.980198019802,84.2756183745583,86.875,76.4906303236797
"West Sussex",107.571724341911,101.880011058889,80.5616740088106,83.5012251565478,76.3885661166628
"Blackburn with Darwen",87.4480465502909,62.7731092436975,68.780971258672,67.8221859706362,76.1410788381743
"Tandridge",197.916666666667,191.089108910891,236.111111111111,171.028037383178,76.0204081632653
"Hartlepool",66.7365478686233,79.5136330140015,91.9941775836972,87.4026893135173,75.5367599219258
"Sandwell",82.7603143418468,85.0047303689688,80.1202034211743,77.0989010989011,75.4639175257732
"East Sussex",88.306072570032,73.3680917622523,70.3530844155844,71.1463223787167,75.2247752247752
"Wyre",54.9203373945642,61.7473435655254,73.8983050847458,67.3539518900344,74.2556917688266
"Oxford",40.8128498418107,48.2333379520576,48.9690319240583,54.1698224241311,74.0693196405648
"St Helens",103.915881073241,92.5563909774436,91.0794602698651,73.7492279184682,73.7547892720306
"Hinckley & Bosworth",82.6016260162602,76.0387811634349,76.9352290679305,84.4677137870855,73.5338345864662
"St Albans",57.4089997133849,57.3675496688742,62.185534591195,56.4796425024826,73.1696999664819
"Cannock Chase",81.832419733751,63.6135508155583,62.9781420765027,64.8575305291723,73.0322580645161
"Dorset",68.9753320683112,56.34257314228,62.4131396083386,58.5155732273029,72.7219282774838
"Gateshead",93.8786008230453,82.1717171717172,74.0139211136891,75.3527751646284,72.1289151157512
"Salford",78.8140472078296,71.135567783892,70.466082141209,72.8177295341474,71.4586846543002
"Chorley",48.3312731767614,46.8557336621455,51.0678504669112,77.4737175043328,71.2784588441331
"Norwich",100.28616024974,67.641959254443,71.622031328954,72.8899038919022,71.2158111652304
"Liverpool",69.3798449612403,69.3572157351774,65.7001265288908,65.8040350727845,71.1225289558478
"Ashford",58.8584474885845,59.0987868284229,47.6683937823834,66.9501068466223,70.5907826797279
"Lancashire",70.8128078817734,73.2821341956346,72.1955128205128,68.1861958266453,70.5458575782765
"Luton",57.9362471245481,57.7650946230099,71.1567732115677,62.671905697446,70.4578594342374
"East Hertfordshire",77.4904429952777,76.1407249466951,81.4219678626458,72.7442827442827,70.3867848509267
"Walsall",119.908116385911,86.7924528301887,64.14686825054,62.5631313131313,70.3587161736941
"Fareham",52.4871982443306,54.0627431722337,64.7806478064781,68.2306163021869,70.0858186761832
"Dover",57.29216152019,56.2904717853839,54.0483255616787,55.2822580645161,70.0305810397553
"Carlisle",76.6927683095348,68.2452944748027,69.1167753408417,66.9281834640917,69.8707138842046
"Ipswich",66.1889441357122,66.3834607759841,65.3816890692366,66.6063582321013,69.8638743455497
"Rushmoor",67.4442896935933,64.1085634066448,62.2673434856176,63.6173767752715,69.8120595144871
"Great Yarmouth",78.4711964549483,70.1973001038422,68.7395519893012,76.7368421052632,69.5170229612035
"Shepway",76.0099440646364,73.9693757361602,63.8219895287958,63.5405690200211,68.478757423481
"Thurrock",174.515235457064,76.7766497461929,88.0195599022005,68.3531746031746,68.4310018903592
"Ribble Valley",69.3452380952381,65.3950953678474,75.9649122807018,76.3025210084034,68
"Forest Heath",77.4545454545455,87.2759856630824,73.3233979135618,83.9285714285714,67.7067082683307
"East Staffordshire",45.2706722189173,51.2931034482759,58.8104089219331,72.2222222222222,67.6734693877551
"Warwick",70.301724137931,62.012987012987,51.9886363636364,66.3662697135501,67.3368388493659
"Burnley",67.8530424799082,72.3940435280641,66.1637931034483,69.6864111498258,67.2826086956522
"Hart",78.0733944954128,61.3199665831245,68.3364839319471,71.7228464419476,67.0697674418605
"Devon",66.1108607480847,60.4619769011549,54.7330850403476,54.5586950189339,66.5328768740409
"North Dorset",42.4511545293073,41.1467116357504,37.0030581039755,50.7491650315843,66.4742287461654
"Ashfield",64.8888888888889,68.3720930232558,60.3960396039604,85.2760736196319,66.2650602409639
"Charnwood",64.1402714932127,65.1661307609861,60.4188481675393,64.818763326226,65.7112526539278
"Cambridgeshire",107.117346938775,66.832298136646,48.5870384325546,54.40125501133,65.6365997942387
"Wakefield",73.2377538829152,74.4313273826663,63.3486566883047,68.9369828134946,65.4901960784314
"Erewash",79.4816414686825,95.33527696793,66.5961945031712,63.2323232323232,65.2263374485597
"North Hertfordshire",44.1986644407346,64.3176020408163,64.0353460972018,74.9716874292186,65.210027100271
"Gloucester",69.5451040863531,61.7376042123739,66.1926605504587,60.3122432210353,64.7108484592655
"Broxbourne",73.8798856053384,63.9004149377593,55.6529360210342,59.8452278589854,64.3337819650067
"Kirklees",65.7158941640083,65.0579150579151,59.6640356203198,61.0628210193599,63.9894265961773
"Dacorum",66.2062615101289,72.4713740458015,77.5790921595598,71.3345039508341,63.9315489249671
"Bedford",73.4867663981588,72.7126436781609,70.0256191289496,67.0498084291188,63.835190506455
"Northamptonshire",85.8435337945716,78.671610866373,78.6388471137544,58.88161070209,63.7897214593958
"Wyre Forest",68.8395415472779,65.4811715481172,67.053998632946,62.9952988582942,63.4679020516214
"Rotherham",68.5470085470085,69.9574468085106,61.2197028928851,60.8017817371938,63.3793103448276
"Staffordshire Moorlands",78.5413744740533,88.8698630136986,65.4098360655738,65.9159159159159,63.0041724617524
"Hastings",80.1254220935842,70.6373292867982,64.9739583333333,61.0677864427115,62.1749408983452
"Aylesbury Vale",78.5386516060713,64.0445958501084,62.3041474654378,57.2045664918235,62.1207477781183
"West Devon",61.4967462039046,63.5875402792696,58.7221095334686,72.1542803386642,61.9593998234775
"Bassetlaw",63.4632819582956,62.9251700680272,68.1818181818182,64.2857142857143,61.2873980054397
