"auth.name","2013","2014","2015","2016","2017"
"Breckland",16300,17600,NA,6566.66666666667,21300
"Fenland",29800,13800,15650,9933.33333333333,10900
"Hyndburn",1660,1775,2700,2700,5150
"East Northamptonshire",7400,7500,6300,4900,5100
"Broadland",NA,NA,NA,NA,2900
"Daventry",1207.14285714286,1408.33333333333,1106.66666666667,1007.14285714286,1057.14285714286
"North East Derbyshire",1266.66666666667,844.444444444444,6000,3800,1050
"Halton",NA,975,591.666666666667,486.666666666667,1012.5
"North Warwickshire",400,512.5,326.923076923077,627.777777777778,807.692307692308
"Oadby & Wigston",413.157894736842,478.787878787879,633.333333333333,517.391304347826,688.461538461538
"Pendle",134.848484848485,114.634146341463,125,127.551020408163,525.925925925926
"South Staffordshire",178.350515463918,179.79797979798,417.391304347826,412.5,461.904761904762
"Wealden",342.962962962963,406.25,354.285714285714,262.672811059908,270.192307692308
"Babergh",149.321266968326,136.057692307692,153.714285714286,183.720930232558,232.236842105263
"Redditch",181.818181818182,816.666666666667,308.333333333333,209.803921568627,188.679245283019
"Bracknell Forest",194.871794871795,397.777777777778,511.538461538461,382.051282051282,185.365853658537
"East Cambridgeshire",151.075268817204,122.522522522523,136.363636363636,231.506849315068,184.415584415584
"Tandridge",211.95652173913,197.916666666667,191.089108910891,236.111111111111,171.028037383178
"Forest of Dean",91.2280701754386,117.605633802817,144.117647058824,137.857142857143,160
"South Gloucestershire",184.836852207294,183.364839319471,141.877794336811,131.163434903047,153.426573426573
"Buckinghamshire",129.30200414651,122.605863192182,104.158669225848,108.485117725455,139.62703962704
"North West Leicestershire",96.5714285714286,97.3568281938326,96.5317919075144,105.390835579515,130.555555555556
"Slough",111.770726714432,113.843813387424,126.699965039112,134.308750736566,130.481274976102
"Gedling",146.407185628742,149.038461538462,125.981873111782,127.472527472527,126.363636363636
"West Oxfordshire",148.965517241379,167.868852459016,148.275862068966,143.589743589744,124
"Lincolnshire",85.2643419572553,97.747183979975,63.8888888888889,118.081761006289,122.162162162162
"Northumberland",67.7890345649583,144.289508632138,123.476161738081,124.286662242867,121.943159286186
"Cumbria",441.414141414141,198.603351955307,139.431396786156,114.776632302405,115.864892528147
"Derbyshire",123.222322232223,116.46234676007,103.823279524214,107.445956765412,114.5003756574
"Staffordshire",94.0042826552463,114.75,88.9518413597734,134.031413612565,109.340659340659
"North Yorkshire",57.2838073128265,68.8981868898187,139.409249902837,144.703965236285,107.19899964273
"Dudley",88.713405238829,62.9076620825147,86.1527219583486,83.5476550680787,106.795224977043
"Enfield",72.0879120879121,72.1375500095256,83.6795621345939,67.2162529113004,105.147568455214
"Surrey",69.8675496688742,118.715015818934,120.220801859384,106.391838434312,104.688814129521
"Essex",110.882221227049,113.426049745921,112.316715542522,107.189861077261,103.813757604118
"Leicestershire",105.511811023622,108.972845336482,104.993597951344,99.7779422649889,101.31845841785
"Somerset",106.902654867257,106.752954417558,103.107658157603,94.3508424182359,99.7569275644142
"Crawley",97.8305084745763,102.437166793602,100.375939849624,96.2546816479401,99.6174079387853
"Blaby",130,125.694444444444,130,121.25,99.0291262135922
"Rochdale",105.527638190955,74.6280344557557,107.127192982456,97.165991902834,98.406747891284
"Oldham",66.2482566248257,105.555555555556,119.955156950673,112.191103789127,97.9889391654097
"Three Rivers",154.545454545455,141.800643086817,145.454545454545,122.849462365591,97.3607038123167
"Surrey Heath",119.777158774373,115.797317436662,NA,106.214689265537,97.2857142857143
"Hampshire",0,101.299303944316,100.844346549192,96.5494137353434,96.8821791926485
"Wycombe",64.2359960225389,88.1666666666667,81.635687732342,79.6572280178838,93.90625
"North Lincolnshire",61.4130434782609,94.4106925880923,110.888252148997,100.526315789474,92.9424370586397
"Broxtowe",138.308457711443,115.384615384615,95.7317073170732,110.032362459547,91.0404624277457
"West Lindsey",192.056074766355,205.531914893617,89.9038461538462,76.4102564102564,90.8366533864542
"Cheshire West and Chester",87.1283402333459,88.3259094283593,95.9680284191829,89.8546342472572,89.7074925699984
"Stoke-on-Trent",72.3299715541764,74.7778874629812,74.846356453029,79.2996453900709,87.4348958333333
"Hartlepool",76.5432098765432,66.7365478686233,79.5136330140015,91.9941775836972,87.4026893135173
"Corby",11.5151515151515,NA,NA,NA,87.2549019607843
"Basildon",99.6153846153846,91.2162162162162,81.980198019802,84.2756183745583,86.875
